Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Misc/Alpha,Misc/FinalStepNorm,Misc/gradient_norm,Misc/xHx,Misc/H_inv_g,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std
-0.48084062337875366,71.75,1000.0,0.0,1.4164135456085205,0.0,10.0,0.9995933175086975,0.9995933175086975,0.9995933175086975,0.00040668249130249023,0.0,0.9974989891052246,20000.0,-0.01167953759431839,-0.01167953759431839,6.103515470812226e-09,0.005480560939759016,0.005480560939759016,0.0013671928318217397,2.897310972213745,2.897310972213745,-0.14193926751613617,94.0387191772461,65.27539825439453,28.761322021484375,94.0367202758789,212.68287658691406,0.8782938122749329,0.23707246780395508,0.1285633146762848,0.025926876813173294,0.2699238955974579,0.03599999472498894,0.03599999472498894,0.03599999472498894,0.0
0.07883886247873306,96.05000305175781,1000.0,1.0,1.4127624034881592,0.0,10.0,0.9994682669639587,0.9994682669639587,0.9994682669639587,0.0005317330360412598,0.0,0.9938744306564331,40000.0,-0.011793462559580803,-0.00011392496526241302,-3.2424927187690855e-09,0.003740057349205017,-0.001740503590553999,0.013851316645741463,3.565206289291382,0.6678953170776367,1.8036308288574219,199.2303924560547,76.08536529541016,29.052942276000977,105.1383056640625,190.22561645507812,0.8852692246437073,0.24199096858501434,0.11368107050657272,0.025519907474517822,0.2733529806137085,0.07064701616764069,0.07064701616764069,0.07064701616764069,0.0
0.8135433197021484,78.43333435058594,1000.0,2.0,1.408836841583252,0.0,10.0,0.999277651309967,0.999277651309967,0.999277651309967,0.000722348690032959,0.0,0.9899882078170776,60000.0,-0.009549783542752266,0.002243679016828537,9.107589349355294e-09,0.008085394278168678,0.004345336928963661,0.050969190895557404,1.894326090812683,-1.6708801984786987,2.815912961959839,302.68548583984375,73.75961303710938,29.645597457885742,103.40521240234375,193.41384887695312,1.0779376029968262,0.24296700954437256,0.10115199536085129,0.01721244305372238,0.22539983689785004,0.10522068291902542,0.10522068291902542,0.10522068291902542,0.0
1.4750703573226929,83.2249984741211,1000.0,3.0,1.3980767726898193,0.0,10.0,0.9999457597732544,0.9999457597732544,0.9999457597732544,5.424022674560547e-05,0.0,0.9794098734855652,80000.0,-0.009932320564985275,-0.00038253702223300934,-1.3732909920349812e-08,0.009482447057962418,0.0013970527797937393,0.08402581512928009,3.0742053985595703,1.1798793077468872,3.011168956756592,413.1700744628906,82.1962661743164,28.231958389282227,110.42822265625,181.1131134033203,1.0448353290557861,0.2536262273788452,0.0929829329252243,0.018320364877581596,0.24274276196956635,0.13992422819137573,0.13992422819137573,0.13992422819137573,0.0
2.227578639984131,77.55999755859375,1000.0,4.0,1.3815416097640991,0.0,10.0,1.0000896453857422,1.0000896453857422,1.0000896453857422,8.96453857421875e-05,0.0,0.9633621573448181,100000.0,-0.010064549744129181,-0.00013222917914390564,2.5939941750152684e-08,0.011011138558387756,0.0015286915004253387,0.15241752564907074,2.160696029663086,-0.9135093688964844,3.8189995288848877,520.3245849609375,76.87479400634766,30.22683334350586,107.10163116455078,186.738525390625,1.0261520147323608,0.25658249855041504,0.0979987382888794,0.01899355836212635,0.2500433325767517,0.1745222955942154,0.1745222955942154,0.1745222955942154,0.0
4.003258228302002,68.80000305175781,1000.0,5.0,1.3641165494918823,0.0,10.0,1.0001671314239502,1.0001671314239502,1.0001671314239502,0.00016707183385733515,0.0,0.9467546939849854,120000.0,-0.009838048368692398,0.00022650137543678284,-1.5735626135437997e-08,0.014049002900719643,0.0030378643423318863,0.2858903408050537,1.3463730812072754,-0.8143229484558105,5.518108367919922,630.2922973632812,82.12277221679688,27.79205322265625,109.91482543945312,181.95907592773438,1.053978681564331,0.23043964803218842,0.11796978861093521,0.018003879114985466,0.2186378538608551,0.20866543054580688,0.20866543054580688,0.20866543054580688,0.0
5.834531307220459,55.130001068115234,1000.0,6.0,1.3524188995361328,0.0,10.0,0.9991785287857056,0.9991785287857056,0.9991785287857056,0.0008214414119720459,0.0,0.9358029961585999,140000.0,-0.009109904989600182,0.0007281433790922165,-2.1934509764065524e-09,0.014702550135552883,0.0006535472348332405,0.3695220649242401,1.5266367197036743,0.18026363849639893,4.015608787536621,727.38623046875,66.68892669677734,30.35511016845703,97.04403686523438,206.09201049804688,1.102499008178711,0.2585236728191376,0.09916330873966217,0.016454067081212997,0.2344888150691986,0.2416357398033142,0.2416357398033142,0.2416357398033142,0.0
8.138010025024414,60.5,1000.0,7.0,1.341714859008789,0.0,10.0,1.0002034902572632,1.0002034902572632,1.0002034902572632,0.0002034902572631836,0.0,0.9261312484741211,160000.0,-0.009351811371743679,-0.00024190638214349747,2.317428560161261e-08,0.018353136256337166,0.0036505861207842827,0.5967206954956055,1.7369338274002075,0.2102971076965332,5.451709747314453,834.7666625976562,77.79129028320312,29.533266067504883,107.32455444335938,186.3506317138672,1.0884953737258911,0.24813321232795715,0.12024298310279846,0.016880162060260773,0.22795985639095306,0.27411121129989624,0.27411121129989624,0.27411121129989624,0.0
10.27783489227295,55.43000030517578,1000.0,8.0,1.3195230960845947,0.0,10.0,1.0006532669067383,1.0006532669067383,1.0006532669067383,0.0006533265113830566,0.0,0.9062539339065552,180000.0,-0.009719925001263618,-0.0003681136295199394,6.122589013557445e-08,0.018702348694205284,0.0003492124378681183,0.6818280220031738,1.6654921770095825,-0.071441650390625,4.54209041595459,941.8052368164062,77.32371520996094,29.657855987548828,106.98157501220703,186.94808959960938,1.0263097286224365,0.26073747873306274,0.11148901283740997,0.01898772269487381,0.25405341386795044,0.30588218569755554,0.30588218569755554,0.30588218569755554,0.0
12.70452880859375,54.90999984741211,1000.0,9.0,1.3002946376800537,0.0,10.0,1.0002648830413818,1.0002648830413818,1.0002648830413818,0.00026482343673706055,0.0,0.8891777992248535,200000.0,-0.009268836118280888,0.00045108888298273087,-4.329681502213134e-08,0.01797476038336754,-0.0007275883108377457,0.9194118976593018,1.4642466306686401,-0.20124554634094238,4.92888069152832,1050.478759765625,79.76895904541016,28.847396850585938,108.6163558959961,184.13433837890625,1.0605907440185547,0.2527604401111603,0.1360139399766922,0.01778009533882141,0.23832039535045624,0.337072491645813,0.337072491645813,0.337072491645813,0.0
